page,text,confidence,x,y
1,"7,534.52",0.97670627,0.8904255319148936,0.1947069943289225
1,"7,534.52",0.97670627,0.9606382978723405,0.1947069943289225
1,"7,534.52",0.97670627,0.9606382978723405,0.21739130434782608
1,"7,534.52",0.97670627,0.8904255319148936,0.21739130434782608
1,May,0.9967949,0.00851063829787234,0.23251417769376181
1,May,0.9967949,0.0425531914893617,0.23251417769376181
1,May,0.9967949,0.0425531914893617,0.2570888468809074
1,May,0.9967949,0.00851063829787234,0.2570888468809074
1,3,0.9967949,0.045744680851063826,0.23251417769376181
1,3,0.9967949,0.05638297872340425,0.23251417769376181
1,3,0.9967949,0.05638297872340425,0.2570888468809074
1,3,0.9967949,0.045744680851063826,0.2570888468809074
1,May,0.9976963,0.18829787234042553,0.23251417769376181
1,May,0.9976963,0.22127659574468084,0.23251417769376181
1,May,0.9976963,0.22127659574468084,0.2570888468809074
1,May,0.9976963,0.18829787234042553,0.2570888468809074
1,3,0.9976963,0.225531914893617,0.23251417769376181
1,3,0.9976963,0.23617021276595745,0.23251417769376181
1,3,0.9976963,0.23617021276595745,0.2570888468809074
1,3,0.9976963,0.225531914893617,0.2570888468809074
1,Credit-To-Cash,0.98736715,0.3574468085106383,0.23440453686200377
1,Credit-To-Cash,0.98736715,0.4765957446808511,0.23440453686200377
1,Credit-To-Cash,0.98736715,0.4765957446808511,0.2514177693761815
1,Credit-To-Cash,0.98736715,0.3574468085106383,0.2514177693761815
1,4,0.98736715,0.4851063829787234,0.23440453686200377
1,4,0.98736715,0.4925531914893617,0.23440453686200377
1,4,0.98736715,0.4925531914893617,0.2514177693761815
1,4,0.98736715,0.4851063829787234,0.2514177693761815
1,:,0.9519152,0.5436170212765957,0.23251417769376181
1,:,0.9519152,0.5521276595744681,0.23251417769376181
1,:,0.9519152,0.5521276595744681,0.2533081285444234
1,:,0.9519152,0.5436170212765957,0.2533081285444234
1,15/36,0.9519152,0.5542553191489362,0.23251417769376181
1,15/36,0.9519152,0.597872340425532,0.23251417769376181
1,15/36,0.9519152,0.597872340425532,0.2533081285444234
1,15/36,0.9519152,0.5542553191489362,0.2533081285444234
1,"9,495.72",0.91031325,0.8904255319148936,0.23251417769376181
1,"9,495.72",0.91031325,0.9606382978723405,0.23251417769376181
1,"9,495.72",0.91031325,0.9606382978723405,0.2551984877126654
1,"9,495.72",0.91031325,0.8904255319148936,0.2551984877126654
1,May,0.9963523,0.007446808510638298,0.2684310018903592
1,May,0.9963523,0.04217415261775889,0.26580510563120274
1,May,0.9963523,0.042852206940346575,0.2935834859404537
1,May,0.9963523,0.007446808510638298,0.294981179480742
1,3,0.9963523,0.04431946125436336,0.2656429124915082
1,3,0.9963523,0.05633582663028798,0.26473427900519847
1,3,0.9963523,0.05730830253438746,0.2930127956916795
1,3,0.9963523,0.045041449526523024,0.2934970675434192
1,May,0.90890753,0.18723404255319148,0.2665406427221172
1,May,0.90890753,0.22127659574468084,0.2665406427221172
1,May,0.90890753,0.22127659574468084,0.29300567107750475
1,May,0.90890753,0.18723404255319148,0.29300567107750475
1,3,0.90890753,0.225531914893617,0.2665406427221172
1,3,0.90890753,0.23617021276595745,0.2665406427221172
1,3,0.90890753,0.23617021276595745,0.29300567107750475
1,3,0.90890753,0.225531914893617,0.29300567107750475
1,Huawei-Robinsons,0.961985,0.3574468085106383,0.27032136105860116
1,Huawei-Robinsons,0.961985,0.5053191489361702,0.27032136105860116
1,Huawei-Robinsons,0.961985,0.5053191489361702,0.2892249527410208
1,Huawei-Robinsons,0.961985,0.3574468085106383,0.2892249527410208
1,Lipa,0.961985,0.5117021276595745,0.27032136105860116
1,Lipa,0.961985,0.55,0.27032136105860116
1,Lipa,0.961985,0.55,0.2892249527410208
1,Lipa,0.961985,0.5117021276595745,0.2892249527410208
1,:,0.9786228,0.5691489361702128,0.27032136105860116
1,:,0.9786228,0.5765957446808511,0.27032136105860116
1,:,0.9786228,0.5765957446808511,0.28733459357277885
1,:,0.9786228,0.5691489361702128,0.28733459357277885
1,01/03,0.9786228,0.5840425531914893,0.27032136105860116
1,01/03,0.9786228,0.6223404255319149,0.27032136105860116
1,01/03,0.9786228,0.6223404255319149,0.28733459357277885
1,01/03,0.9786228,0.5840425531914893,0.28733459357277885
1,"2,999.67",0.9692138,0.8904255319148936,0.2684310018903592
1,"2,999.67",0.9692138,0.9606382978723405,0.2684310018903592
1,"2,999.67",0.9692138,0.9606382978723405,0.29111531190926276
1,"2,999.67",0.9692138,0.8904255319148936,0.29111531190926276
1,April,0.9666411,0.007446808510638298,0.30434782608695654
1,April,0.9666411,0.04680851063829787,0.30434782608695654
1,April,0.9666411,0.04680851063829787,0.32892249527410206
1,April,0.9666411,0.007446808510638298,0.32892249527410206
1,2,0.9666411,0.04893617021276596,0.30434782608695654
1,2,0.9666411,0.05851063829787234,0.30434782608695654
1,2,0.9666411,0.05851063829787234,0.32892249527410206
1,2,0.9666411,0.04893617021276596,0.32892249527410206
1,April,0.997475,0.18723404255319148,0.30245746691871456
1,April,0.997475,0.22659574468085106,0.30245746691871456
1,April,0.997475,0.22659574468085106,0.3270321361058601
1,April,0.997475,0.18723404255319148,0.3270321361058601
1,8,0.997475,0.22872340425531915,0.30245746691871456
1,8,0.997475,0.2393617021276596,0.30245746691871456
1,8,0.997475,0.2393617021276596,0.3270321361058601
1,8,0.997475,0.22872340425531915,0.3270321361058601
1,Agoda.Com,0.9612501,0.3404255319148936,0.30434782608695654
1,Agoda.Com,0.9612501,0.42872340425531913,0.30434782608695654
1,Agoda.Com,0.9612501,0.42872340425531913,0.32514177693761814
1,Agoda.Com,0.9612501,0.3404255319148936,0.32514177693761814
1,St,0.9612501,0.43936170212765957,0.30434782608695654
1,St,0.9612501,0.46063829787234045,0.30434782608695654
1,St,0.9612501,0.46063829787234045,0.32514177693761814
1,St,0.9612501,0.43936170212765957,0.32514177693761814
1,Giles,0.9612501,0.4627659574468085,0.30434782608695654
1,Giles,0.9612501,0.5042553191489362,0.30434782608695654
1,Giles,0.9612501,0.5042553191489362,0.32514177693761814
1,Giles,0.9612501,0.4627659574468085,0.32514177693761814
1,M,0.9612501,0.5085106382978724,0.30434782608695654
1,M,0.9612501,0.5234042553191489,0.30434782608695654
1,M,0.9612501,0.5234042553191489,0.32514177693761814
1,M,0.9612501,0.5085106382978724,0.32514177693761814
1,Internet,0.9971304,0.5521276595744681,0.30245746691871456
1,Internet,0.9971304,0.6138297872340426,0.30434782608695654
1,Internet,0.9971304,0.6138297872340426,0.3270321361058601
1,Internet,0.9971304,0.551063829787234,0.32514177693761814
1,"2,344.64",0.9784576,0.8904255319148936,0.30434782608695654
1,"2,344.64",0.9784576,0.9606382978723405,0.30434782608695654
1,"2,344.64",0.9784576,0.9606382978723405,0.3270321361058601
1,"2,344.64",0.9784576,0.8904255319148936,0.3270321361058601
1,April,0.91904783,0.007446808510638298,0.34026465028355385
1,April,0.91904783,0.04680851063829787,0.34026465028355385
1,April,0.91904783,0.04680851063829787,0.3648393194706994
1,April,0.91904783,0.007446808510638298,0.3648393194706994
1,9,0.91904783,0.04893617021276596,0.34026465028355385
1,9,0.91904783,0.05851063829787234,0.34026465028355385
1,9,0.91904783,0.05851063829787234,0.3648393194706994
1,9,0.91904783,0.04893617021276596,0.3648393194706994
1,April,0.998543,0.18829787234042553,0.34026465028355385
1,April,0.998543,0.2276595744680851,0.34026465028355385
1,April,0.998543,0.2276595744680851,0.3629489603024575
1,April,0.998543,0.18829787234042553,0.3629489603024575
1,10,0.998543,0.22872340425531915,0.34026465028355385
1,10,0.998543,0.2478723404255319,0.34026465028355385
1,10,0.998543,0.2478723404255319,0.3629489603024575
1,10,0.998543,0.22872340425531915,0.3629489603024575
1,Puregold,0.9902115,0.3425531914893617,0.34215500945179583
1,Puregold,0.9902115,0.4085106382978723,0.34215500945179583
1,Puregold,0.9902115,0.4085106382978723,0.3629489603024575
1,Puregold,0.9902115,0.3425531914893617,0.3629489603024575
1,Rosario,0.9902115,0.41702127659574467,0.34215500945179583
1,Rosario,0.9902115,0.4787234042553192,0.34215500945179583
1,Rosario,0.9902115,0.4787234042553192,0.3629489603024575
1,Rosario,0.9902115,0.41702127659574467,0.3629489603024575
1,Batangas,0.9998137,0.5276595744680851,0.3383742911153119
1,Batangas,0.9998137,0.6031914893617021,0.34215500945179583
1,Batangas,0.9998137,0.6031914893617021,0.3648393194706994
1,Batangas,0.9998137,0.5276595744680851,0.3629489603024575
1,"7,689.55",0.96749544,0.8904255319148936,0.34026465028355385
1,"7,689.55",0.96749544,0.9606382978723405,0.34026465028355385
1,"7,689.55",0.96749544,0.9606382978723405,0.3629489603024575
1,"7,689.55",0.96749544,0.8904255319148936,0.3629489603024575
1,April,0.99171066,0.007446808510638298,0.3780718336483932
1,April,0.99171066,0.049077159800428025,0.37552099101710185
1,April,0.99171066,0.049077159800428025,0.40141206968484167
1,April,0.99171066,0.007446808510638298,0.40277252485711545
1,11,0.99171066,0.049077159800428025,0.37552099101710185
1,11,0.99171066,0.06801052093505859,0.374360861534883
1,11,0.99171066,0.06801052093505859,0.4007933531907195
1,11,0.99171066,0.049077159800428025,0.40141206968484167
1,April,0.9985745,0.18829787234042553,0.3780718336483932
1,April,0.9985745,0.2276595744680851,0.3780718336483932
1,April,0.9985745,0.2276595744680851,0.4007561436672968
1,April,0.9985745,0.18829787234042553,0.4007561436672968
1,12,0.9985745,0.2276595744680851,0.3780718336483932
1,12,0.9985745,0.2478723404255319,0.3780718336483932
1,12,0.9985745,0.2478723404255319,0.4007561436672968
1,12,0.9985745,0.2276595744680851,0.4007561436672968
1,Lazada,0.9647485,0.3393617021276596,0.3780718336483932
1,Lazada,0.9647485,0.3972849095121343,0.3768011428458028
1,Lazada,0.9647485,0.3972849095121343,0.39831251638372817
1,Lazada,0.9647485,0.3393617021276596,0.4007561436672968
1,Ph,0.9647485,0.4014142949530419,0.3767105419829572
1,Ph,0.9647485,0.42454898915392286,0.37620305023481804
1,Ph,0.9647485,0.42454898915392286,0.3971623094410887
1,Ph,0.9647485,0.4014142949530419,0.39813829504925274
1,Makati,0.94744736,0.5106382978723404,0.3780718336483932
1,Makati,0.94744736,0.5638297872340425,0.3780718336483932
1,Makati,0.94744736,0.5638297872340425,0.4007561436672968
1,Makati,0.94744736,0.5106382978723404,0.4007561436672968
1,678.50,0.93717927,0.9053191489361702,0.3780718336483932
1,678.50,0.93717927,0.9606382978723405,0.3780718336483932
1,678.50,0.93717927,0.9606382978723405,0.4007561436672968
1,678.50,0.93717927,0.9053191489361702,0.4007561436672968
1,April,0.95589775,0.007446808510638298,0.41398865784499056
1,April,0.95589775,0.06063829787234042,0.4123590249420339
1,April,0.95589775,0.06063829787234042,0.4369336941291795
1,April,0.95589775,0.007446808510638298,0.43856332703213613
1,11,0.95589775,0.06063829787234042,0.4123590249420339
1,11,0.95589775,0.06808510638297872,0.41213089306548323
1,11,0.95589775,0.06808510638297872,0.4367055622526288
1,11,0.95589775,0.06063829787234042,0.4369336941291795
1,April,0.952549,0.18829787234042553,0.41398865784499056
1,April,0.952549,0.22659574468085106,0.41398865784499056
1,April,0.952549,0.22659574468085106,0.43478260869565216
1,April,0.952549,0.18829787234042553,0.43478260869565216
1,12,0.952549,0.22872340425531915,0.41398865784499056
1,12,0.952549,0.2478723404255319,0.41398865784499056
1,12,0.952549,0.2478723404255319,0.43478260869565216
1,12,0.952549,0.22872340425531915,0.43478260869565216
1,Lazada,0.9867526,0.3414893617021277,0.41398865784499056
1,Lazada,0.9867526,0.39574468085106385,0.41398865784499056
1,Lazada,0.9867526,0.39574468085106385,0.43478260869565216
1,Lazada,0.9867526,0.3414893617021277,0.43478260869565216
1,Ph,0.9867526,0.4021276595744681,0.41398865784499056
1,Ph,0.9867526,0.42446808510638295,0.41398865784499056
1,Ph,0.9867526,0.42446808510638295,0.43478260869565216
1,Ph,0.9867526,0.4021276595744681,0.43478260869565216
1,Makati,0.9993605,0.5106382978723404,0.4120982986767486
1,Makati,0.9993605,0.5638297872340425,0.4120982986767486
1,Makati,0.9993605,0.5638297872340425,0.43667296786389415
1,Makati,0.9993605,0.5106382978723404,0.43667296786389415
1,"3,401.98",0.894497,0.8904255319148936,0.4120982986767486
1,"3,401.98",0.894497,0.9606382978723405,0.4158790170132325
1,"3,401.98",0.894497,0.9606382978723405,0.43856332703213613
1,"3,401.98",0.894497,0.8904255319148936,0.43667296786389415
1,April,0.9960212,0.00851063829787234,0.4499054820415879
1,April,0.9960212,0.04893617021276596,0.4499054820415879
1,April,0.9960212,0.04893617021276596,0.4725897920604915
1,April,0.9960212,0.00851063829787234,0.4725897920604915
1,11,0.9960212,0.05,0.4499054820415879
1,11,0.9960212,0.06702127659574468,0.4499054820415879
1,11,0.9960212,0.06702127659574468,0.4725897920604915
1,11,0.9960212,0.05,0.4725897920604915
1,April,0.9967967,0.18723404255319148,0.4499054820415879
1,April,0.9967967,0.22828617501766124,0.44743269287570886
1,April,0.9967967,0.22828617501766124,0.4732873696685964
1,April,0.9967967,0.18723404255319148,0.4746061732503101
1,12,0.9967967,0.22828617501766124,0.44743269287570886
1,12,0.9967967,0.24886156447390292,0.4461933272998139
1,12,0.9967967,0.24886156447390292,0.4726263670028946
1,12,0.9967967,0.22828617501766124,0.4732873696685964
1,Cebu,0.92784905,0.3404255319148936,0.4499054820415879
1,Cebu,0.92784905,0.37872340425531914,0.4499054820415879
1,Cebu,0.92784905,0.37872340425531914,0.4706994328922495
1,Cebu,0.92784905,0.3404255319148936,0.4706994328922495
1,Air,0.92784905,0.3851063829787234,0.4499054820415879
1,Air,0.92784905,0.4127659574468085,0.4499054820415879
1,Air,0.92784905,0.4127659574468085,0.4706994328922495
