page,text,confidence,x,y
1,May,0.9234257,0.00851063829787234,0.011342155009451797
1,May,0.9234257,0.0425531914893617,0.011342155009451797
1,May,0.9234257,0.0425531914893617,0.03780718336483932
1,May,0.9234257,0.00851063829787234,0.03780718336483932
1,3,0.9234257,0.045744680851063826,0.011342155009451797
1,3,0.9234257,0.05638297872340425,0.011342155009451797
1,3,0.9234257,0.05638297872340425,0.03780718336483932
1,3,0.9234257,0.045744680851063826,0.03780718336483932
1,May,0.9384263,0.18829787234042553,0.011342155009451797
1,May,0.9384263,0.22127659574468084,0.011342155009451797
1,May,0.9384263,0.22127659574468084,0.03780718336483932
1,May,0.9384263,0.18829787234042553,0.03780718336483932
1,3,0.9384263,0.225531914893617,0.011342155009451797
1,3,0.9384263,0.23617021276595745,0.011342155009451797
1,3,0.9384263,0.23617021276595745,0.03780718336483932
1,3,0.9384263,0.225531914893617,0.03780718336483932
1,Olympic,0.955067,0.35851063829787233,0.013232514177693762
1,Olympic,0.955067,0.42021276595744683,0.013232514177693762
1,Olympic,0.955067,0.42021276595744683,0.034026465028355386
1,Olympic,0.955067,0.35851063829787233,0.034026465028355386
1,Village-Rds,0.955067,0.4276595744680851,0.013232514177693762
1,Village-Rds,0.955067,0.5191489361702127,0.013232514177693762
1,Village-Rds,0.955067,0.5191489361702127,0.034026465028355386
1,Village-Rds,0.955067,0.4276595744680851,0.034026465028355386
1,Lipa,0.955067,0.5234042553191489,0.013232514177693762
1,Lipa,0.955067,0.5595744680851064,0.013232514177693762
1,Lipa,0.955067,0.5595744680851064,0.034026465028355386
1,Lipa,0.955067,0.5234042553191489,0.034026465028355386
1,:,0.955067,0.5638297872340425,0.013232514177693762
1,:,0.955067,0.573404255319149,0.013232514177693762
1,:,0.955067,0.573404255319149,0.034026465028355386
1,:,0.955067,0.5638297872340425,0.034026465028355386
1,04/12,0.955067,0.574468085106383,0.013232514177693762
1,04/12,0.955067,0.6202127659574468,0.013232514177693762
1,04/12,0.955067,0.6202127659574468,0.034026465028355386
1,04/12,0.955067,0.574468085106383,0.034026465028355386
1,"1,987.17",0.9869274,0.8914893617021277,0.013232514177693762
1,"1,987.17",0.9869274,0.9606382978723405,0.013232514177693762
1,"1,987.17",0.9869274,0.9606382978723405,0.035916824196597356
1,"1,987.17",0.9869274,0.8914893617021277,0.035916824196597356
1,May,0.9967949,0.00851063829787234,0.04914933837429111
1,May,0.9967949,0.0425531914893617,0.04914933837429111
1,May,0.9967949,0.0425531914893617,0.07372400756143667
1,May,0.9967949,0.00851063829787234,0.07372400756143667
1,3,0.9967949,0.045744680851063826,0.04914933837429111
1,3,0.9967949,0.05638297872340425,0.04914933837429111
1,3,0.9967949,0.05638297872340425,0.07372400756143667
1,3,0.9967949,0.045744680851063826,0.07372400756143667
1,May,0.92228585,0.18723404255319148,0.04725897920604915
1,May,0.92228585,0.22127659574468084,0.04725897920604915
1,May,0.92228585,0.22127659574468084,0.07372400756143667
1,May,0.92228585,0.18723404255319148,0.07372400756143667
1,3,0.92228585,0.225531914893617,0.04725897920604915
1,3,0.92228585,0.2372340425531915,0.04725897920604915
1,3,0.92228585,0.2372340425531915,0.07372400756143667
1,3,0.92228585,0.225531914893617,0.07372400756143667
1,Abenson-Ecipp24m,0.99821997,0.3574468085106383,0.05103969754253308
1,Abenson-Ecipp24m,0.99821997,0.5074468085106383,0.05103969754253308
1,Abenson-Ecipp24m,0.99821997,0.5074468085106383,0.07183364839319471
1,Abenson-Ecipp24m,0.99821997,0.3574468085106383,0.07183364839319471
1,Reg,0.99821997,0.5180851063829788,0.05103969754253308
1,Reg,0.99821997,0.5531914893617021,0.05103969754253308
1,Reg,0.99821997,0.5531914893617021,0.07183364839319471
1,Reg,0.99821997,0.5180851063829788,0.07183364839319471
1,:,0.9608001,0.5797872340425532,0.04914933837429111
1,:,0.9608001,0.5861702127659575,0.04914933837429111
1,:,0.9608001,0.5861702127659575,0.06805293005671077
1,:,0.9608001,0.5797872340425532,0.06805293005671077
1,01/24,0.9608001,0.5882978723404255,0.04914933837429111
1,01/24,0.9608001,0.6329787234042553,0.04914933837429111
1,01/24,0.9608001,0.6329787234042553,0.06805293005671077
1,01/24,0.9608001,0.5882978723404255,0.06805293005671077
1,"2,916.58",0.9845077,0.8904255319148936,0.04914933837429111
1,"2,916.58",0.9845077,0.9606382978723405,0.04914933837429111
1,"2,916.58",0.9845077,0.9606382978723405,0.07183364839319471
1,"2,916.58",0.9845077,0.8904255319148936,0.07183364839319471
1,May,0.9234257,0.00851063829787234,0.0831758034026465
1,May,0.9234257,0.0425531914893617,0.0831758034026465
1,May,0.9234257,0.0425531914893617,0.10964083175803403
1,May,0.9234257,0.00851063829787234,0.10964083175803403
1,3,0.9234257,0.045744680851063826,0.0831758034026465
1,3,0.9234257,0.05638297872340425,0.0831758034026465
1,3,0.9234257,0.05638297872340425,0.10964083175803403
1,3,0.9234257,0.045744680851063826,0.10964083175803403
1,May,0.9966631,0.18617021276595744,0.08128544423440454
1,May,0.9966631,0.22127659574468084,0.08128544423440454
1,May,0.9966631,0.22127659574468084,0.10964083175803403
1,May,0.9966631,0.18617021276595744,0.10964083175803403
1,3,0.9966631,0.225531914893617,0.08128544423440454
1,3,0.9966631,0.23617021276595745,0.08128544423440454
1,3,0.9966631,0.23617021276595745,0.10964083175803403
1,3,0.9966631,0.225531914893617,0.10964083175803403
1,Bpi,0.98696816,0.3574468085106383,0.08506616257088846
1,Bpi,0.98696816,0.3840425531914894,0.08506616257088846
1,Bpi,0.98696816,0.3840425531914894,0.10586011342155009
1,Bpi,0.98696816,0.3574468085106383,0.10586011342155009
1,Ms-Lipa,0.98696816,0.3861702127659574,0.08506616257088846
1,Ms-Lipa,0.98696816,0.44893617021276594,0.08506616257088846
1,Ms-Lipa,0.98696816,0.44893617021276594,0.10586011342155009
1,Ms-Lipa,0.98696816,0.3861702127659574,0.10586011342155009
1,Mki,0.98696816,0.4553191489361702,0.08506616257088846
1,Mki,0.98696816,0.48404255319148937,0.08506616257088846
1,Mki,0.98696816,0.48404255319148937,0.10586011342155009
1,Mki,0.98696816,0.4553191489361702,0.10586011342155009
1,:,0.9529014,0.5393617021276595,0.0831758034026465
1,:,0.9529014,0.5457446808510639,0.0831758034026465
1,:,0.9529014,0.5457446808510639,0.10586011342155009
1,:,0.9529014,0.5393617021276595,0.10586011342155009
1,09/12,0.9529014,0.5468085106382978,0.0831758034026465
1,09/12,0.9529014,0.5936170212765958,0.0831758034026465
1,09/12,0.9529014,0.5936170212765958,0.10586011342155009
1,09/12,0.9529014,0.5468085106382978,0.10586011342155009
1,"3,335.97",0.98064977,0.8904255319148936,0.08506616257088846
1,"3,335.97",0.98064977,0.9606382978723405,0.08506616257088846
1,"3,335.97",0.98064977,0.9606382978723405,0.10775047258979206
1,"3,335.97",0.98064977,0.8904255319148936,0.10775047258979206
1,May,0.9234257,0.00851063829787234,0.12098298676748583
1,May,0.9234257,0.0425531914893617,0.12098298676748583
1,May,0.9234257,0.0425531914893617,0.14744801512287334
1,May,0.9234257,0.00851063829787234,0.14744801512287334
1,3,0.9234257,0.045744680851063826,0.12098298676748583
1,3,0.9234257,0.05638297872340425,0.12098298676748583
1,3,0.9234257,0.05638297872340425,0.14744801512287334
1,3,0.9234257,0.045744680851063826,0.14744801512287334
1,May,0.91078395,0.18723404255319148,0.11909262759924386
1,May,0.91078395,0.22234042553191488,0.11909262759924386
1,May,0.91078395,0.22234042553191488,0.14744801512287334
1,May,0.91078395,0.18723404255319148,0.14744801512287334
1,3,0.91078395,0.225531914893617,0.11909262759924386
1,3,0.91078395,0.2372340425531915,0.11909262759924386
1,3,0.91078395,0.2372340425531915,0.14744801512287334
1,3,0.91078395,0.225531914893617,0.14744801512287334
1,Balance,0.9628558,0.35851063829787233,0.12476370510396975
1,Balance,0.9628558,0.41702127659574467,0.12476370510396975
1,Balance,0.9628558,0.41702127659574467,0.14177693761814744
1,Balance,0.9628558,0.35851063829787233,0.14177693761814744
1,Conversion,0.9628558,0.42659574468085104,0.12476370510396975
1,Conversion,0.9628558,0.5127659574468085,0.12476370510396975
1,Conversion,0.9628558,0.5127659574468085,0.14177693761814744
1,Conversion,0.9628558,0.42659574468085104,0.14177693761814744
1,3,0.9628558,0.5223404255319148,0.12476370510396975
1,3,0.9628558,0.5329787234042553,0.12476370510396975
1,3,0.9628558,0.5329787234042553,0.14177693761814744
1,3,0.9628558,0.5223404255319148,0.14177693761814744
1,:,0.9697677,0.5574468085106383,0.12098298676748583
1,:,0.9697677,0.5691489361702128,0.12098298676748583
1,:,0.9697677,0.5691489361702128,0.14366729678638943
1,:,0.9697677,0.5574468085106383,0.14366729678638943
1,01/06,0.9697677,0.5702127659574469,0.12098298676748583
1,01/06,0.9697677,0.6138297872340426,0.12098298676748583
1,01/06,0.9697677,0.6138297872340426,0.14366729678638943
1,01/06,0.9697677,0.5702127659574469,0.14366729678638943
1,"2,635.99",0.97546923,0.8904255319148936,0.12287334593572778
1,"2,635.99",0.97546923,0.9606382978723405,0.12287334593572778
1,"2,635.99",0.97546923,0.9606382978723405,0.14555765595463138
1,"2,635.99",0.97546923,0.8904255319148936,0.14555765595463138
1,May,0.9967949,0.00851063829787234,0.15879017013232513
1,May,0.9967949,0.0425531914893617,0.15879017013232513
1,May,0.9967949,0.0425531914893617,0.1833648393194707
1,May,0.9967949,0.00851063829787234,0.1833648393194707
1,3,0.9967949,0.045744680851063826,0.15879017013232513
1,3,0.9967949,0.05638297872340425,0.15879017013232513
1,3,0.9967949,0.05638297872340425,0.1833648393194707
1,3,0.9967949,0.045744680851063826,0.1833648393194707
1,May,0.9283311,0.18829787234042553,0.15311909262759923
1,May,0.9283311,0.22164434879384143,0.1556953761888587
1,May,0.9283311,0.22132763152426863,0.18401241482768932
1,May,0.9283311,0.18730187923350233,0.18143600146576677
1,3,0.9283311,0.22580418688185672,0.1560167626307006
1,3,0.9283311,0.2361955520954538,0.1568195797319899
1,3,0.9283311,0.23617446574758977,0.18513660394852463
1,3,0.9283311,0.2255720260295462,0.18433378684723534
1,Credit-To-Cash,0.93355584,0.3574468085106383,0.15879017013232513
1,Credit-To-Cash,0.93355584,0.4765957446808511,0.15879017013232513
1,Credit-To-Cash,0.93355584,0.4765957446808511,0.17958412098298676
1,Credit-To-Cash,0.93355584,0.3574468085106383,0.17958412098298676
1,4,0.93355584,0.4829787234042553,0.15879017013232513
1,4,0.93355584,0.49361702127659574,0.15879017013232513
1,4,0.93355584,0.49361702127659574,0.17958412098298676
1,4,0.93355584,0.4829787234042553,0.17958412098298676
1,-,0.93355584,0.498936170212766,0.15879017013232513
1,-,0.93355584,0.5085106382978724,0.15879017013232513
1,-,0.93355584,0.5085106382978724,0.17958412098298676
1,-,0.93355584,0.498936170212766,0.17958412098298676
1,Reg,0.93355584,0.5106382978723404,0.15879017013232513
1,Reg,0.93355584,0.5436170212765957,0.15879017013232513
1,Reg,0.93355584,0.5436170212765957,0.17958412098298676
1,Reg,0.93355584,0.5106382978723404,0.17958412098298676
1,:,0.93355584,0.5585106382978723,0.15879017013232513
1,:,0.93355584,0.5680851063829787,0.15879017013232513
1,:,0.93355584,0.5680851063829787,0.17958412098298676
1,:,0.93355584,0.5585106382978723,0.17958412098298676
1,15/36,0.93355584,0.5702127659574469,0.15879017013232513
1,15/36,0.93355584,0.6148936170212767,0.15879017013232513
1,15/36,0.93355584,0.6148936170212767,0.17958412098298676
1,15/36,0.93355584,0.5702127659574469,0.17958412098298676
1,"7,340.66",0.9968857,0.8904255319148936,0.15879017013232513
1,"7,340.66",0.9968857,0.9606382978723405,0.15879017013232513
1,"7,340.66",0.9968857,0.9606382978723405,0.18147448015122875
1,"7,340.66",0.9968857,0.8904255319148936,0.18147448015122875
1,May,0.9967949,0.00851063829787234,0.1947069943289225
1,May,0.9967949,0.0425531914893617,0.1947069943289225
1,May,0.9967949,0.0425531914893617,0.21928166351606806
1,May,0.9967949,0.00851063829787234,0.21928166351606806
1,3,0.9967949,0.045744680851063826,0.1947069943289225
1,3,0.9967949,0.05638297872340425,0.1947069943289225
1,3,0.9967949,0.05638297872340425,0.21928166351606806
1,3,0.9967949,0.045744680851063826,0.21928166351606806
1,May,0.9114116,0.18723404255319148,0.19092627599243855
1,May,0.9114116,0.22127659574468084,0.19221333610087576
1,May,0.9114116,0.22127659574468084,0.22056872362450525
1,May,0.9114116,0.18723404255319148,0.21928166351606806
1,3,0.9114116,0.225531914893617,0.19237421681164343
1,3,0.9114116,0.23617021276595745,0.19277641137741464
1,3,0.9114116,0.23617021276595745,0.22113179890104412
1,3,0.9114116,0.225531914893617,0.22072960433527292
1,Credit-To-Cash,0.9427526,0.3574468085106383,0.1947069943289225
1,Credit-To-Cash,0.9427526,0.4765957446808511,0.1947069943289225
1,Credit-To-Cash,0.9427526,0.4765957446808511,0.21550094517958412
1,Credit-To-Cash,0.9427526,0.3574468085106383,0.21550094517958412
1,3,0.9427526,0.4829787234042553,0.1947069943289225
1,3,0.9427526,0.49361702127659574,0.1947069943289225
1,3,0.9427526,0.49361702127659574,0.21550094517958412
1,3,0.9427526,0.4829787234042553,0.21550094517958412
1,-,0.9427526,0.498936170212766,0.1947069943289225
1,-,0.9427526,0.5085106382978724,0.1947069943289225
1,-,0.9427526,0.5085106382978724,0.21550094517958412
1,-,0.9427526,0.498936170212766,0.21550094517958412
1,Reg,0.9427526,0.5106382978723404,0.1947069943289225
1,Reg,0.9427526,0.5436170212765957,0.1947069943289225
1,Reg,0.9427526,0.5436170212765957,0.21550094517958412
1,Reg,0.9427526,0.5106382978723404,0.21550094517958412
1,:,0.9427526,0.5574468085106383,0.1947069943289225
1,:,0.9427526,0.5680851063829787,0.1947069943289225
1,:,0.9427526,0.5680851063829787,0.21550094517958412
1,:,0.9427526,0.5574468085106383,0.21550094517958412
1,07/36,0.9427526,0.5691489361702128,0.1947069943289225
1,07/36,0.9427526,0.6148936170212767,0.1947069943289225
1,07/36,0.9427526,0.6148936170212767,0.21550094517958412
1,07/36,0.9427526,0.5691489361702128,0.21550094517958412
